-5.716036558151245117e-01,-4.298603236675262451e-01,-1.055213689804077148e+00,-6.428599953651428223e-01,-6.085658073425292969e-01,-7.276538014411926270e-01,-6.374912261962890625e-01,1.324955344200134277e+00,-6.788812279701232910e-01,-6.885324716567993164e-01,1.555193185806274414e+00
-1.442568659782409668e+00,-1.432449221611022949e+00,-1.173179030418395996e+00,-1.231331229209899902e+00,-1.173002362251281738e+00,-1.206155180931091309e+00,-1.209187984466552734e+00,1.324955344200134277e+00,-6.788812279701232910e-01,-6.885324716567993164e-01,-9.015635848045349121e-01
5.051427334547042847e-02,1.215635687112808228e-01,-1.114903613924980164e-01,-3.103788495063781738e-01,-4.640700221061706543e-01,-3.585241734981536865e-01,-2.087186276912689209e-01,-7.547424435615539551e-01,1.473011732101440430e+00,-6.885324716567993164e-01,-2.873744070529937744e-01
-6.960272192955017090e-01,-4.298603236675262451e-01,-3.474211990833282471e-01,-6.387804746627807617e-01,-6.492052078247070312e-01,-6.091677546501159668e-01,-6.017601490020751953e-01,1.324955344200134277e+00,-6.788812279701232910e-01,-6.885324716567993164e-01,1.972016878426074982e-02
-1.608466863632202148e+00,-1.532708168029785156e+00,-1.409109950065612793e+00,-1.273146390914916992e+00,-1.218157291412353516e+00,-1.288183927536010742e+00,-1.316381096839904785e+00,-7.547424435615539551e-01,-6.788812279701232910e-01,1.452364325523376465e+00,-9.015635848045349121e-01
-8.204507827758789062e-01,-1.081543087959289551e+00,-1.055213689804077148e+00,-9.743212461471557617e-01,-9.856094121932983398e-01,-9.418401122093200684e-01,-8.518775105476379395e-01,-7.547424435615539551e-01,-6.788812279701232910e-01,1.452364325523376465e+00,-5.944690108299255371e-01
5.051427334547042847e-02,7.143412530422210693e-02,2.424058765172958374e-01,-1.053827926516532898e-01,-5.521221160888671875e-01,-3.585241734981536865e-01,6.488264799118041992e-01,-7.547424435615539551e-01,1.473011732101440430e+00,-6.885324716567993164e-01,3.090666055679321289e+00
1.749378591775894165e-01,1.716930121183395386e-01,-3.474211990833282471e-01,-1.247605308890342712e-01,-2.947390675544738770e-01,-2.856096923351287842e-01,1.485918462276458740e-01,-7.547424435615539551e-01,1.473011732101440430e+00,-6.885324716567993164e-01,1.862287759780883789e+00
-4.057055413722991943e-01,-3.797308802604675293e-01,-3.474211990833282471e-01,-6.520389318466186523e-01,-6.446897387504577637e-01,-6.228392124176025391e-01,-5.302980542182922363e-01,1.324955344200134277e+00,-6.788812279701232910e-01,-6.885324716567993164e-01,-2.873744070529937744e-01
2.164123803377151489e-01,3.220813572406768799e-01,2.424058765172958374e-01,1.332693248987197876e-01,-2.021714597940444946e-01,-2.719382345676422119e-01,5.773643851280212402e-01,-7.547424435615539551e-01,1.473011732101440430e+00,-6.885324716567993164e-01,2.783571481704711914e+00
9.039744734764099121e-03,-2.794719934463500977e-01,6.475053261965513229e-03,-4.541820287704467773e-01,-7.462882995605468750e-01,-3.038383126258850098e-01,-2.087186276912689209e-01,-7.547424435615539551e-01,1.473011732101440430e+00,-6.885324716567993164e-01,1.248098492622375488e+00
-7.789762616157531738e-01,-5.802486538887023926e-01,-7.013174295425415039e-01,-8.631542325019836426e-01,-8.659488558769226074e-01,-9.099400639533996582e-01,-7.446843385696411133e-01,1.324955344200134277e+00,-6.788812279701232910e-01,-6.885324716567993164e-01,1.972016878426074982e-02
-2.812819480895996094e-01,-2.794719934463500977e-01,-1.114903613924980164e-01,-5.867665410041809082e-01,-6.401742696762084961e-01,-7.823396921157836914e-01,-3.516428172588348389e-01,1.324955344200134277e+00,-6.788812279701232910e-01,-6.885324716567993164e-01,3.268147706985473633e-01
9.198880195617675781e-02,-2.882476523518562317e-02,1.244404688477516174e-01,-2.950806319713592529e-01,-3.918221592903137207e-01,-8.965199440717697144e-02,-2.444496750831604004e-01,-7.547424435615539551e-01,1.473011732101440430e+00,-6.885324716567993164e-01,1.972016878426074982e-02
-4.471800625324249268e-01,-5.301192402839660645e-01,-9.372482299804687500e-01,-7.213908433914184570e-01,-8.659488558769226074e-01,-9.144971966743469238e-01,-3.873738646507263184e-01,-7.547424435615539551e-01,1.473011732101440430e+00,-6.885324716567993164e-01,1.972016878426074982e-02
