-2.212232537567615509e-02,8.719237893819808960e-02,-4.378306493163108826e-02,4.330866336822509766e-01,-3.040757589042186737e-02,1.088617444038391113e+00,5.548735707998275757e-02,1.000000000000000000e+00
-3.366927206516265869e-01,-2.171481400728225708e-01,-2.499006092548370361e-01,2.315849512815475464e-01,-3.163794279098510742e-01,-3.136619627475738525e-01,-1.703075468540191650e-01,1.000000000000000000e+00
6.269306689500808716e-02,8.737244457006454468e-02,2.181588113307952881e-01,1.928016990423202515e-01,4.672236368060112000e-02,-1.188978791236877441e+00,1.444756537675857544e-01,1.000000000000000000e+00
-1.080940127372741699e+00,-1.245589137077331543e+00,-9.384994506835937500e-01,-1.080990672111511230e+00,-1.081427693367004395e+00,-2.256279438734054565e-02,-1.177248239517211914e+00,1.000000000000000000e+00
-2.287134677171707153e-01,-6.836473941802978516e-01,7.103955745697021484e-01,-2.440330028533935547e+00,-2.513382732868194580e-01,1.730686902999877930e+00,-3.463436961174011230e-01,1.000000000000000000e+00
-1.168402791023254395e+00,-1.043534636497497559e+00,-1.594071149826049805e+00,4.708437323570251465e-01,-1.164906024932861328e+00,-6.568132638931274414e-01,-1.251115560531616211e+00,1.000000000000000000e+00
-6.985072493553161621e-01,-8.525743484497070312e-01,-4.026516079902648926e-01,-8.442616462707519531e-01,-7.167448401451110840e-01,8.053731322288513184e-01,-8.537058234214782715e-01,1.000000000000000000e+00
-1.174410104751586914e+00,-9.318867325782775879e-01,-1.665508508682250977e+00,7.225372791290283203e-01,-1.144498586654663086e+00,-5.207689478993415833e-02,-1.157060384750366211e+00,1.000000000000000000e+00
-6.112481951713562012e-01,-5.571867823600769043e-01,-5.565201044082641602e-01,3.214566782116889954e-02,-6.244127154350280762e-01,-6.853749155998229980e-01,-6.789644956588745117e-01,1.000000000000000000e+00
-2.025204896926879883e-01,1.488950848579406738e-01,-4.650236070156097412e-01,8.410093784332275391e-01,-1.784406304359436035e-01,-4.998361766338348389e-01,2.743255533277988434e-02,1.000000000000000000e+00
-1.137017011642456055e+00,-1.119063496589660645e+00,-1.376692891120910645e+00,3.442467376589775085e-02,-1.137736678123474121e+00,-7.019180059432983398e-02,-1.268971204757690430e+00,1.000000000000000000e+00
