1.444521397352218628e-01,2.176996707916259766e+00,-2.173969745635986328e+00,-7.472444176673889160e-01,5.570088028907775879e-01,-1.121699094772338867e+00,-1.456050992012023926e+00,1.031060576438903809e+00,1.804445028305053711e+00,1.927282810211181641e-01,-9.095509052276611328e-01,-9.350216388702392578e-01
4.530922770500183105e-01,3.265409469604492188e+00,-2.173969745635986328e+00,-6.003121733665466309e-01,1.174055099487304688e+00,-3.179221451282501221e-01,-8.696807622909545898e-01,6.984196305274963379e-01,-1.118868291378021240e-01,9.997966885566711426e-01,-5.750280022621154785e-01,-9.350216388702392578e-01
4.530922770500183105e-01,2.539800882339477539e+00,-1.901253223419189453e+00,-6.632831096649169922e-01,1.005769729614257812e+00,-8.920485973358154297e-01,-1.100675106048583984e+00,7.649477720260620117e-01,2.590160965919494629e-01,7.980296015739440918e-01,-5.750280022621154785e-01,-9.350216388702392578e-01
3.076533317565917969e+00,-3.626334965229034424e-01,1.644061207771301270e+00,-7.472444176673889160e-01,5.289612412452697754e-01,-7.772232890129089355e-01,-9.940623044967651367e-01,1.097588777542114258e+00,-3.591554462909698486e-01,3.272396922111511230e-01,-5.750280022621154785e-01,2.085004299879074097e-01
1.444521397352218628e-01,2.176996707916259766e+00,-2.173969745635986328e+00,-7.472444176673889160e-01,5.570088028907775879e-01,-1.121699094772338867e+00,-1.456050992012023926e+00,1.031060576438903809e+00,1.804445028305053711e+00,1.927282810211181641e-01,-9.095509052276611328e-01,-9.350216388702392578e-01
1.444521397352218628e-01,1.935127019882202148e+00,-2.173969745635986328e+00,-7.682347297668457031e-01,5.289612412452697754e-01,-1.006873846054077148e+00,-1.349438190460205078e+00,1.031060576438903809e+00,1.804445028305053711e+00,1.927282810211181641e-01,-9.095509052276611328e-01,-9.350216388702392578e-01
4.530922770500183105e-01,1.451388001441955566e+00,-2.037611484527587891e+00,-7.262541055679321289e-01,4.728661477565765381e-01,-1.236524462699890137e+00,-1.740351676940917969e+00,6.984196305274963379e-01,8.771876692771911621e-01,2.599839866161346436e-01,-8.259201645851135254e-01,1.352022409439086914e+00
-3.956680893898010254e-01,1.451388001441955566e+00,-1.628536820411682129e+00,-7.682347297668457031e-01,1.146007537841796875e+00,-8.920485973358154297e-01,-9.052183628082275391e-01,3.990427255630493164e-01,3.826504349708557129e-01,5.821688473224639893e-02,-1.076812386512756348e+00,-9.350216388702392578e-01
2.216121703386306763e-01,9.676489233970642090e-01,2.804787158966064453e-01,1.343492269515991211e-01,4.167710244655609131e-01,-7.772232890129089355e-01,-2.477729320526123047e-01,1.031060576438903809e+00,8.153705000877380371e-01,1.806865096092224121e+00,1.038714405149221420e-02,-9.350216388702392578e-01
-1.244428396224975586e+00,1.663023829460144043e+00,-2.173969745635986328e+00,-8.102154135704040527e-01,9.216270446777343750e-01,-8.346359133720397949e-01,-1.011831164360046387e+00,-1.331828087568283081e-01,2.237165212631225586e+00,-7.629451900720596313e-02,-4.913972616195678711e-01,-9.350216388702392578e-01
4.530922770500183105e-01,1.632790088653564453e+00,-1.967751532793045044e-01,-8.102154135704040527e-01,1.622815966606140137e+00,-1.236524462699890137e+00,-1.544894933700561523e+00,8.980041742324829102e-01,2.590160965919494629e-01,6.918298244476318359e+00,-1.160443067550659180e+00,-9.350216388702392578e-01
1.301852583885192871e+00,1.693257570266723633e+00,-9.467455148696899414e-01,-3.484282493591308594e-01,3.361764430999755859e+00,1.232219219207763672e+00,5.162852406501770020e-01,1.297173380851745605e+00,-3.591554462909698486e-01,2.344910621643066406e+00,-1.076812386512756348e+00,-9.350216388702392578e-01
1.301852583885192871e+00,1.693257570266723633e+00,-8.785663843154907227e-01,-3.274379372596740723e-01,3.193479061126708984e+00,1.174806594848632812e+00,5.695916414260864258e-01,1.297173380851745605e+00,-2.973383069038391113e-01,2.681189298629760742e+00,-1.076812386512756348e+00,-9.350216388702392578e-01
9.932124614715576172e-01,-3.626334965229034424e-01,1.644061207771301270e+00,-7.682347297668457031e-01,1.005769729614257812e+00,2.562042772769927979e-01,-2.300041317939758301e-01,7.316837310791015625e-01,5.062847137451171875e-01,1.470586657524108887e+00,1.038714405149221420e-02,1.352022409439086914e+00
6.845723390579223633e-01,1.330453276634216309e+00,-2.649542689323425293e-01,-7.892251014709472656e-01,8.746895790100097656e+00,-8.346359133720397949e-01,-1.065137505531311035e+00,6.984196305274963379e-01,-6.682412624359130859e-01,5.035138607025146484e+00,-9.931816458702087402e-01,-9.350216388702392578e-01
1.444521397352218628e-01,1.511855363845825195e+00,-1.628536820411682129e+00,-2.224863022565841675e-01,8.374843597412109375e-01,-1.408762335777282715e+00,-1.544894933700561523e+00,8.980041742324829102e-01,1.000821948051452637e+00,-2.108059227466583252e-01,-1.244073867797851562e+00,-2.078543663024902344e+00
