1.000000000000000000e+00,9.633781760931015015e-02,-9.525119066238403320e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,7.000000000000000000e+00,-2.926709651947021484e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.362874299287796021e-01,-1.928413957357406616e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.950398802757263184e+00,-7.182314246892929077e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00,2.356124669313430786e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.014719724655151367e+00,-9.036448597908020020e-02,1.000000000000000000e+00
0.000000000000000000e+00,-6.258836388587951660e-01,-8.537799715995788574e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00,-2.188883572816848755e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.402219414710998535e-01,-4.205394908785820007e-02,1.000000000000000000e+00
1.000000000000000000e+00,-2.378243356943130493e-01,-6.484175920486450195e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,7.000000000000000000e+00,4.451550841331481934e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-5.833379626274108887e-01,-1.922924071550369263e-01,1.000000000000000000e+00
1.000000000000000000e+00,-1.121737122535705566e+00,1.582222431898117065e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,7.000000000000000000e+00,-1.569109559059143066e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-4.539234042167663574e-01,-1.928413957357406616e-01,1.000000000000000000e+00
1.000000000000000000e+00,2.256909012794494629e-01,-1.626565158367156982e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,7.624205946922302246e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.250034570693969727e+00,-1.928413957357406616e-01,1.000000000000000000e+00
1.000000000000000000e+00,3.442645668983459473e-01,-7.471495270729064941e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+01,3.000000000000000000e+00,1.256763577461242676e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-8.724889904260635376e-02,5.532140731811523438e+00,1.000000000000000000e+00
0.000000000000000000e+00,-7.875749468803405762e-01,1.335106849670410156e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,-6.497787833213806152e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.558906674385070801e-01,5.401815101504325867e-02,1.000000000000000000e+00
1.000000000000000000e+00,1.756369113922119141e+00,-8.537799715995788574e-01,2.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000000e+00,5.071324706077575684e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.530381321907043457e-02,-1.353811323642730713e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.163500785827636719e+00,1.802289672195911407e-02,2.000000000000000000e+00,2.000000000000000000e+00,1.200000000000000000e+01,7.000000000000000000e+00,2.725037634372711182e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.284433722496032715e-01,7.103663682937622070e-02,1.000000000000000000e+00
1.000000000000000000e+00,-8.953692317008972168e-01,-7.886169552803039551e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,-2.262664400041103363e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-4.107852280139923096e-01,-1.928413957357406616e-01,1.000000000000000000e+00
1.000000000000000000e+00,-2.223585173487663269e-02,-5.901657342910766602e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.178063750267028809e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.108073830604553223e-01,-1.562424898147583008e-01,1.000000000000000000e+00
0.000000000000000000e+00,7.862209677696228027e-01,2.322711795568466187e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,-3.664535582065582275e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.251979708671569824e+00,-1.928413957357406616e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.454545259475708008e+00,2.401697337627410889e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,-6.497787833213806152e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.251979708671569824e+00,2.994137406349182129e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.325192213058471680e+00,1.120858550071716309e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,8.140680789947509766e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.251979708671569824e+00,-1.928413957357406616e-01,1.000000000000000000e+00
1.000000000000000000e+00,6.892061233520507812e-01,-8.070903271436691284e-02,2.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,-5.878013968467712402e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.034343719482421875e+00,-1.928413957357406616e-01,1.000000000000000000e+00
1.000000000000000000e+00,-1.947066336870193481e-01,-7.797310352325439453e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,-3.782587647438049316e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.508863687515258789e+00,-1.928413957357406616e-01,1.000000000000000000e+00
0.000000000000000000e+00,-7.444573044776916504e-01,2.075881958007812500e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,2.739794552326202393e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.539234042167663574e-01,-1.480077505111694336e-01,1.000000000000000000e+00
